72655 ; 22.20 ; 61.00
72955 ; 22.20 ; 59.00
73255 ; 22.20 ; 61.00
73555 ; 21.90 ; 60.00
73855 ; 22.10 ; 59.00
74155 ; 22.10 ; 60.00
74455 ; 22.10 ; 60.00
74755 ; 22.10 ; 61.00
75055 ; 22.20 ; 60.00
75355 ; 22.20 ; 61.00
75655 ; 22.20 ; 60.00
75955 ; 22.40 ; 60.00
76255 ; 22.40 ; 60.00
76555 ; 22.30 ; 60.00
76855 ; 22.20 ; 61.00
77155 ; 22.10 ; 60.00
77455 ; 22.00 ; 60.00
77755 ; 21.90 ; 59.00
78055 ; 22.10 ; 61.00
78355 ; 22.00 ; 60.00
78655 ; 22.10 ; 60.00
78955 ; 22.30 ; 59.00
79255 ; 22.40 ; 59.00
79555 ; 22.20 ; 59.00
79855 ; 22.40 ; 58.00
80155 ; 22.10 ; 59.00
80455 ; 22.10 ; 59.00
80755 ; 21.90 ; 58.00
81055 ; 22.00 ; 59.00
81355 ; 22.00 ; 58.00
81655 ; 22.00 ; 58.00
81955 ; 21.90 ; 57.00
